"","Nest_ID","Year_located","Project_ID","Transect_ID2","Trt_cat","Nest_Ht","Tree_sp","Orientation","cosOrientation","Initiation_date","NoFL_uncert","Trees_2550","Trees_50","pPIPO","start_date","end_date","a1000_areamn2","a1000_areaam2","a1000_areacv2","a1000_contag","a1000_pland2","a1000_pland1","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_proxmn2","a1000_Ha","a1000_RxBu","a1000_WFBu","a1000_PBu","n_burn","n_harvest","n_tx","Tm_since_h","Tm_since_b","Tm_since_tx","Time_groups","Init_day","Eg_start","Ne_start","Eg_end","Ne_end","No_eggs","No_young","Type","Tmax","PPT","Tmax_eg","PPT_eg","Tmax_ne","PPT_ne"
"58","EMFWOR_NSWRC3-04A_2018",2018,"EMFWOR","63","U",2.3,"POTR5",188,-0.99026806874157,"2018-05-22",3,150,25,0.321428571428571,"05","07",2.3083799,34.4339981,373.0539856,14.29,27.8381004,48.9000015,40.2170982,40.2170982,17.0137997,67,30,37,42.4146996,0,0,0,0,0,0,0,"oot","oot","oot","oot",142,"05","05","06","07",4,4,"egg",26.8,136,19.6,131,26.8,136
"59","EMFWOR_NSWRC3-04A_2020",2020,"EMFWOR","64","U",2.2,"POTR5",48,0.669130606358858,"2020-06-05",1,175,12.5,0.0769230769230769,"06","07",2.47135,38.0727005,379.5469971,13.5320997,29.8034992,48.577301,40.0410995,40.0410995,18.6858006,67,30,37,46.6414986,0,0,0,0,0,0,0,"oot","oot","oot","oot",157,NA,"06",NA,"07",1,2,"egg+nestling",25.8,47,NA,0,25.8,47
"60","EMFWOR_NSWRC3-09A_2016",2016,"EMFWOR","EMFWOR_SWRC3","U",10.9,"PIPO",198,-0.951056516295154,"2016-05-26",3,16.6666666666667,27.5,0.307692307692308,"05","07",13.5699997,117.1589966,276.2909851,15.3641996,39.8064003,27.8087006,38.9850006,11.9976997,38.9850006,54,45,9,202.6320038,0,0,0,0,0,0,0,"oot","oot","oot","oot",147,NA,"05",NA,"07",0,3,"nestling",25.1,117,NA,0,25.1,117
"61","EMFWOR_NSWRC3-09A_2018",2018,"EMFWOR","EMFWOR_SWRC3","U",16.3,"PIPO",215,-0.819152044288992,"2018-05-25",2,58.3333333333333,22.5,0.5,"05","07",7.7207098,88.1306992,322.7200012,12.9469004,35.2303009,31.2994995,31.7395,10.5016003,31.7395,48,34,14,121.427002,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,NA,"05",NA,"07",NA,NA,NA,27.5,122,NA,0,27.5,122
"62","EMFWOR_NSWRC3-09A_2019",2019,"EMFWOR","EMFWOR_SWRC3","U",2.9,"PIPO",24,0.913545457642601,"2019-05-24",0,33.3333333333333,35,0.888888888888889,"05","07",9.1199999,89.6567001,297.1659851,13.4812002,35.6702995,33.0595016,32.2089005,18.1578007,32.2089005,44,32,12,124.8259964,0,0,0,0,0,0,0,"oot","oot","oot","oot",144,NA,"05",NA,"07",0,3,"nestling",25.2,115,NA,0,25.2,115
"63","EMMAOR_NCLIFFC1-07A_2015",2015,"EMMAOR","EMMAOR_CLIFFC1","U",2.4,"PIPO",12,0.978147600733806,"2015-05-27",1,116.666666666667,7.5,0.722222222222222,"05","07",1.68792,13.0732002,259.7139893,7.9499998,29.1581001,33.8222008,13.7284002,13.7284002,7.4801998,101,48,53,31.2446003,0,0,0,0,0,0,0,"oot","oot","oot","oot",147,NA,"05",NA,"07",0,1,"nestling",26.4,116,NA,0,26.4,116
"64","EMMAOR_NCLIFFC1-07A_2019",2019,"EMMAOR","EMMAOR_CLIFFC1","U",3,"PIPO",273,0.0523359562429439,"2019-05-25",1,66.6666666666667,5,0.818181818181818,"05","07",1.68792,13.0732002,259.7139893,7.9499998,29.1581001,33.8222008,13.7284002,13.7284002,7.4801998,101,48,53,31.2446003,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,NA,"05",NA,"07",0,2,"nestling",26.5,106,NA,0,26.5,106
"65","EMMAOR_NCLIFFC1-08A_2015",2015,"EMMAOR","EMMAOR_CLIFFC1","U",3.8,"JUOC",152,-0.882947592858927,NA,0,66.6666666666667,10,0.769230769230769,NA,"06",1.05158,7.8573599,254.401001,10.5930004,26.0487003,41.3317986,29.1287994,29.1287994,5.6908202,114,38,76,14.7634001,0,0,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,NA,"06",NA,NA,NA,NA,0,NA,0,NA,0
"66","EMMAOR_NCLIFFC1-08A_2016",2016,"EMMAOR","EMMAOR_CLIFFC1","U",1.25,"JUOC",26,0.898794046299167,"2016-06-02",2,41.6666666666667,15,0.166666666666667,"06","07",1.12299,8.5230904,256.70401,10.8544998,24.5233002,38.6917,28.8353996,28.8353996,5.8668199,104,37,67,16.7579002,0,0,0,0,0,0,0,"oot","oot","oot","oot",154,NA,"06",NA,"07",0,2,"nestling",26.2,33,NA,0,26.2,33
"67","EMMAOR_NCLIFFC1-08A_2017",2017,"EMMAOR","EMMAOR_CLIFFC1","U",3.6,"JUOC",160,-0.939692620785908,"2017-05-29",2,0,7.5,0,"05","07",1.0776,8.4245195,261.1099854,10.5565004,26.3419991,41.3023987,28.9528008,28.9528008,6.3068299,116,41,75,14.4765997,0,0,0,0,0,0,0,"oot","oot","oot","oot",149,NA,"05",NA,"07",0,3,"nestling",30.2,56,NA,0,30.2,56
"68","EMMAOR_NCLIFFC1-08A_2019",2019,"EMMAOR","EMMAOR_CLIFFC1","U",3.6,"JUOC",160,-0.939692620785908,"2019-06-02",2,0,7.5,0,"06","07",1.0776,8.4245195,261.1099854,10.5565004,26.3419991,41.3023987,28.9528008,28.9528008,6.3068299,116,41,75,14.4765997,0,0,0,0,0,0,0,"oot","oot","oot","oot",153,"06","06","06","07",4,2,"egg",26.3,26,20.5,21,26.3,26
"69","EMMAOR_NCLIFFC1-08B_2017",2017,"EMMAOR","EMMAOR_CLIFFC1","U",1.25,"JUOC",26,0.898794046299167,"2017-05-25",2,41.6666666666667,15,0.166666666666667,"05","07",1.12299,8.5230904,256.70401,10.8544998,24.5233002,38.6917,28.8353996,28.8353996,5.8668199,104,37,67,16.7579002,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,NA,"05",NA,"07",0,3,"nestling",30.2,56,NA,0,30.2,56
"70","EMMAOR_NCLIFFC2-04A_2017",2017,"EMMAOR","EMMAOR_CLIFFC2","U",1.5,"JUOC",128,-0.615661475325658,"2017-05-26",2,66.6666666666667,5,0.2,"05","07",0.651028,8.8437204,354.7430115,14.7630997,22.7045994,51.8040009,44.5292015,44.5292015,6.3068299,147,40,107,14.9497995,0,0,0,0,0,0,0,"oot","oot","oot","oot",146,NA,"05",NA,"07",0,2,"nestling",29.9,58,NA,0,29.9,58
"71","EMMAOR_NCLIFFC2-06A_2019",2019,"EMMAOR","EMMAOR_CLIFFC2","U",1.8,"PIPO",35,0.819152044288992,"2019-05-24",2,50,10,0.363636363636364,"05","07",0.401489,3.8817301,294.4200134,21.0785999,18.4512005,55.1188011,50.9533997,50.9533997,4.0187702,178,37,141,8.2814798,0,0,0,0,0,0,0,"oot","oot","oot","oot",144,NA,"05",NA,"07",0,2,"nestling",26.4,104,NA,0,26.4,104
"72","EMMAOR_NCLIFFC2-07A_2015",2015,"EMMAOR","EMMAOR_CLIFFC2","U",1.9,"POTR5",286,0.275637355816999,"2015-05-25",2,41.6666666666667,7.5,0.8,"05","07",0.283846,0.882239,145.1950073,30.8743992,13.2297001,55.5587997,54.3560982,54.3560982,0.968026,164,21,143,4.0888901,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,"05","05","06","06",2,3,"egg+nestling",26.5,113,26,86,26,86
"73","EMMAOR_NCLIFFC2-08A_2019",2019,"EMMAOR","EMMAOR_CLIFFC2","U",1.1,"JUOC",251,-0.325568154457157,"2019-05-19",3,108.333333333333,10,0.764705882352941,"05","07",0.255205,0.737826,137.5169983,31.7686005,12.1443005,52.8013992,51.9213982,51.9213982,0.968026,163,17,146,3.57357,0,0,0,0,0,0,0,"oot","oot","oot","oot",139,NA,"05",NA,"06",0,3,"nestling",26.6,103,NA,0,20.8,98
"74","EMMAOR_NCLIFFC2-10A_2017",2017,"EMMAOR","EMMAOR_CLIFFC2","U",2.9,"PIPO",24,0.913545457642601,"2017-05-21",3,25,2.5,0.8,"05","07",1.44391,65.0108032,663.5059814,10.5855999,32.4729004,33.2355995,26.1954002,22.9393005,26.1954002,123,54,69,27.2726994,0,0,0,0,0,0,0,"oot","oot","oot","oot",141,NA,"05",NA,"06",0,3,"nestling",30.6,55,NA,0,22.3,51
"75","EMMAOR_NCUBT1-10A_2015",2015,"EMMAOR","EMMAOR_CUBT1","HB",1.1,"PIPO",83,0.121869343405147,NA,0,33.3333333333333,12.5,1,NA,"06",0.511519,3.10991,225.3829956,37.6111984,13.1709995,51.3054008,46.0251999,46.0251999,3.1387501,111,32,79,5.1823802,21.0618992,100,0,9.5012302,2,2,4,"10","7","7","6-10",NA,NA,NA,"06",NA,NA,NA,NA,NA,0,NA,0,NA,0
"76","EMMAOR_NCUBT1-10A_2016",2016,"EMMAOR","EMMAOR_CUBT1","B",1.5,"PIPO",196,-0.961261695938319,"2016-05-29",0,91.6666666666667,2.5,1,"05","07",0.575217,4.2961202,254.3359985,40.260601,12.9363003,53.3293991,47.7266006,47.7266006,2.8747399,105,36,69,5.9032202,18.6271992,100,0,8.94102,2,0,2,"oot","8","8","6-10",150,"05","05","06","07",4,4,"egg",25.8,77,22.6,62,25.8,77
"77","EMMAOR_NCUBT2-02A_2016",2016,"EMMAOR","EMMAOR_CUBT2","HB",2.5,"PIPO",122,-0.529919264233205,"2016-06-06",0,100,10,0.5625,"06","07",2.22686,25.2933006,321.8429871,16.0660992,25.4032993,25.3740005,13.7869997,7.06952,13.7869997,120,85,35,34.6300011,40.3931007,69.9620972,0,22.0167007,1,1,2,"1","8","1","0-5",158,NA,"06",NA,"07",2,2,"egg+nestling",26.2,41,NA,0,26.2,41
"78","EMMAOR_NCUBT2-02A_2021",2021,"EMMAOR","EMMAOR_CUBT2","HB",0.95,"PIPO",14,0.970295726275996,NA,NA,58.3333333333333,27.5,0.888888888888889,NA,"07",1.74857,17.6028996,301.1149902,18.573,19.9472008,23.1445999,9.9442701,7.06952,9.9442701,134,99,35,19.6896992,43.1212006,49.9029007,0,42.9034996,1,4,5,"3","13","3","0-5",NA,NA,NA,NA,"07",1,4,"egg+nestling",NA,0,NA,0,NA,0
"79","EMMAOR_NCUBT2-03A_2015",2015,"EMMAOR","EMMAOR_CUBT2","HB",1.7,"PIPO",210,-0.866025403784439,NA,0,66.6666666666667,0,0.75,NA,"07",1.9,24.8211002,347.32901,15.7995996,27.8673992,30.5955009,14.3444004,6.8348498,14.3444004,135,90,45,39.5592995,41.4491005,76.1625977,0,18.2322006,1,1,2,"0","7","0","0-5",NA,NA,NA,"06","07",2,2,"egg",NA,0,NA,0,NA,0
"80","EMMAOR_NCUBT2-08A_2019",2019,"EMMAOR","EMMAOR_CUBT2","HB",2.2,"PIPO",148,-0.848048096156426,"2019-05-24",2,16.6666666666667,7.5,1,"05","07",1.07143,7.90416,252.5319977,21.6002998,22.0006008,44.8518982,33.2061996,33.2061996,5.72015,127,64,63,13.5251999,39.0437012,82.4522018,0,39.1571007,1,2,3,"1","11","1","0-5",144,NA,"05",NA,"07",0,3,"nestling",26.3,102,NA,0,26.3,102
"81","EMMAOR_NCUBT2-10A_2015",2015,"EMMAOR","EMMAOR_CUBT2","B",3.5,"PIPO",90,6.12303176911189e-17,NA,0,75,0,1,NA,"07",0.839077,6.7678199,265.8160095,29.0720997,17.7765007,52.1267014,44.8224983,44.8224983,5.1334701,109,44,65,8.6726599,11.9682999,78.0850983,0,0,1,0,1,"oot","9","9","6-10",NA,NA,NA,NA,"07",0,2,"nestling",NA,0,NA,0,NA,0
"82","EMMAOR_NCUBT2-10A_2016",2016,"EMMAOR","EMMAOR_CUBT2","B",1.5,"PIPO",70,0.342020143325669,"2016-06-07",0,8.33333333333333,5,0.666666666666667,"06","07",0.915517,9.6004105,307.9989929,29.5515995,17.3071003,52.3027,45.7612,45.7612,6.4828401,100,42,58,12.1884003,3.1094201,68.1669006,0,1.16179,1,0,1,"oot","10","10","6-10",159,NA,"06",NA,"07",1,2,"egg+nestling",25.8,42,NA,0,25.8,42
"83","EMMAOR_NCUBT2-10A_2017",2017,"EMMAOR","EMMAOR_CUBT2","HB",1.7,"PIPO",145,-0.819152044288992,"2017-05-27",2,91.6666666666667,7.5,1,"05","07",1.0703599,8.9902697,272.0169983,25.0401993,19.5365009,49.5746994,39.3664017,39.3664017,6.4535098,103,47,56,12.2763996,37.5182991,66.0279007,0,10.6630001,1,1,2,"0","11","0","0-5",147,NA,"05",NA,"07",0,2,"nestling",30.2,51,NA,0,30.2,51
"84","EMMAOR_NCUBT2-10A_2021",2021,"EMMAOR","EMMAOR_CUBT2","HB",2.55,"PIPO",160,-0.939692620785908,NA,NA,16.6666666666667,7.5,1,NA,"07",1.10782,9.1344004,269.1730042,24.0918007,19.8591995,48.6360016,35.8170013,35.8170013,6.4828401,102,47,55,13.5166998,38.3983994,62.2210999,0,37.868,1,2,3,"3","15","3","0-5",NA,NA,NA,"06","06",4,3,"egg",NA,0,NA,0,NA,0
"85","EMMAOR_NDUGC1-01A_2015",2015,"EMMAOR","EMMAOR_DUGC1","U",1.5,"JUOC",55,0.573576436351046,"2015-05-26",4,58.3333333333333,5,0,"05","07",5.9793701,157.3560028,503.1539917,48.7545013,62.3642998,12.1737003,56.5267982,4.6347899,56.5267982,64,32,32,292.3280029,0,0.009549,0,0,0,0,0,"oot","oot","oot","oot",146,"05","05","06","07",4,4,"egg",25.6,140,25.1,109,25.6,140
"86","EMMAOR_NDUGC1-01A_2016",2016,"EMMAOR","EMMAOR_DUGC1","U",2.7,"JUOC",258,-0.20791169081776,"2016-05-22",3,41.6666666666667,10,0.1,"05","07",5.9793701,157.3560028,503.1539917,48.7545013,62.3642998,12.1737003,56.5267982,4.6347899,56.5267982,64,32,32,292.3280029,0,0.009549,0,0,0,0,0,"oot","oot","oot","oot",143,"05","05","06","06",4,3,"egg",25.2,85,22.2,70,22.2,70
"87","EMMAOR_NDUGC1-01A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U",1.8,"JUOC",33,0.838670567945424,"2017-05-18",2,41.6666666666667,15,0,"05","07",4.2214298,139.5970001,566.2919922,46.8091011,57.7882004,12.3203001,51.2467003,4.6347899,51.2467003,75,33,42,205.9199982,0,0,0,0,0,0,0,"oot","oot","oot","oot",138,NA,"05",NA,"06",0,4,"nestling",29.6,71,NA,0,21.3,67
"88","EMMAOR_NDUGC1-05A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U",2.4,"JUOC",238,-0.529919264233205,"2017-05-27",3,50,5,0,"05","07",23.4810009,228.7389984,295.6589966,46.0049019,76.5326996,15.8697996,75.5353012,2.5520699,75.5353012,60,50,10,240.9889984,6.8348498,6.9675698,0,0,0,0,0,"oot","oot","oot","oot",147,NA,"05",NA,"07",0,3,"nestling",28.9,75,NA,0,28.9,75
"89","EMMAOR_NDUGC1-06A_2017",2017,"EMMAOR","94","U",2.75,"JUOC",72,0.309016994374947,"2017-05-19",0,83.3333333333333,30,0.826086956521739,"05","06",1.48957,16.1734009,313.9710083,16.4123001,33.4995995,23.4965992,8.9175701,7.12819,8.9175701,145,76,69,43.1847,7.9202099,9.0810699,0,1.93208,0,0,0,"oot","oot","oot","oot",139,"05","05","05","06",4,3,"egg",22.3,63,17.2,30,22.3,63
"90","EMMAOR_NDUGC1-06B_2017",2017,"EMMAOR","95","HB",2.5,"PIPO",302,0.529919264233205,"2017-05-19",3,0,7.5,1,"05","07",1.46893,33.5612984,467.4129944,19.9724007,26.8113995,52.4201012,45.4972,45.4972,16.8083992,105,49,56,29.2192993,51.7159996,51.5643997,0,1.76656,3,4,7,"6","4","4","0-5",139,NA,"05",NA,"06",0,3,"nestling",29.6,71,NA,0,21.4,67
"91","EMMAOR_NDUGC1-10A_2016",2016,"EMMAOR","EMMAOR_DUGC1","U",1.3,"JUOC",58,0.529919264233205,"2016-06-11",3,8.33333333333333,7.5,0.2,"06","07",8.3618202,131.1869965,383.2600098,24.7199001,59.9589005,29.1874008,50.2492981,19.2724991,50.2492981,67,45,22,85.0100021,0.234673,0.296018,0,0,0,0,0,"oot","oot","oot","oot",163,NA,"06",NA,"07",0,3,"nestling",24.8,44,NA,0,24.8,44
"92","EMMAOR_NDUGC1-10A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U",12.1,"PSME",93,-0.0523359562429438,"2017-05-29",0,66.6666666666667,15,0.571428571428571,"05","06",6.0566702,89.6518021,371.5130005,19.0865993,53.3000984,36.4329987,38.3689995,28.5128002,38.3689995,58,31,27,79.1865005,1.81872,2.2312801,0,0,0,0,0,"oot","oot","oot","oot",149,NA,"05",NA,"06",-Inf,-Inf,"nestling",20.6,71,NA,0,20.6,71
"93","EMMAOR_NELKT1-05A_2015",2015,"EMMAOR","EMMAOR_ELKT1","U",1.4,"PIPO",152,-0.882947592858927,"2015-05-28",4,100,12.5,0.5,"05","07",9.4131804,196.4459991,445.7489929,28.7222004,67.4978027,25.843399,65.7378006,10.4722996,65.7378006,71,49,22,229.2100067,0,0,0,0,0,0,0,"oot","oot","oot","oot",148,NA,"05",NA,"07",1,4,"nestling",25.1,139,NA,0,25.1,139
"94","EMMAOR_NELKT1-10A_2014",2014,"EMMAOR","EMMAOR_ELKT1","U",3.9,"Abies",185,-0.996194698091746,NA,0,125,22.5,0.333333333333333,NA,"06",2.6136701,89.4878998,576.5269775,17.5674992,41.7424011,39.2784004,34.8488998,29.6275005,34.8488998,88,39,49,76.8218994,2.02405,0,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,NA,"06",NA,NA,NA,NA,0,NA,0,NA,0
"95","EMMAOR_NELKT2-01A_2021",2021,"EMMAOR","EMMAOR_ELKT2","H",3,"POTR5",76,0.241921895599668,NA,NA,33.3333333333333,0,0,NA,"07",2.3949201,82.2334976,577.3800049,10.0077,46.0545998,33.9101982,34.9956017,14.2856998,34.9956017,129,70,59,102.8639984,68.0550995,0.257822,0,49.8965988,0,2,2,"0","oot","0","0-5",NA,NA,NA,"07",NA,4,0,"egg",NA,0,NA,0,NA,0
"96","EMMAOR_NELKT2-02A_2015",2015,"EMMAOR","EMMAOR_ELKT2","U",5.6,"PIPO",100,-0.17364817766693,"2015-05-31",2,50,2.5,1,"05","07",2.391,79.5196991,567.9609985,10.6805,46.7585983,39.4543991,34.6142998,29.2460995,34.6142998,108,48,60,80.3022995,0,0,0,0,0,0,0,"oot","oot","oot","oot",151,NA,"05",NA,"07",0,2,"nestling",25.6,139,NA,0,25.6,139
"97","EMMAOR_NELKT2-02A_2021",2021,"EMMAOR","EMMAOR_ELKT2","H",1.6,"PIPO",224,-0.719339800338651,NA,NA,33.3333333333333,2.5,1,NA,"07",1.7945499,59.0850983,565.0209961,11.5177002,38.6036987,46.0839005,37.1957016,37.1957016,27.1341,111,45,66,41.4458008,49.4572983,0.623866,0,45.1665993,0,2,2,"0","oot","0","0-5",NA,NA,NA,NA,"07",0,4,"nestling",NA,0,NA,0,NA,0
"98","EMMAOR_NELKT2-04A_2015",2015,"EMMAOR","103","H",0.7,"PIPO",120,-0.5,NA,0,25,22.5,1,NA,"07",0.413814,3.01843,250.8820038,36.135601,13.0830002,59.4015999,51.2173996,51.2173996,2.5227301,124,27,97,4.8355999,72.9245987,2.5591199,0,66.5944977,0,4,4,"2","oot","2","0-5",NA,NA,NA,NA,"07",NA,NA,NA,NA,0,NA,0,NA,0
"99","EMMAOR_NELKT2-04A_2016",2016,"EMMAOR","104","H",0.7,"PIPO",207,-0.891006524188368,"2016-05-27",3,25,27.5,1,"05","07",0.411176,3.0306399,252.4019928,35.2736015,13.6696997,61.0443001,55.793499,55.793499,2.4054,124,22,102,5.3024402,72.2499008,5.5193,0,65.8115005,0,4,4,"3","oot","3","0-5",148,NA,"05",NA,"07",0,3,"nestling",25.3,82,NA,0,25.3,82
"100","EMMAOR_NELKT2-04A_2017",2017,"EMMAOR","105","HB",0.7,"PIPO",207,-0.891006524188368,"2017-05-21",3,25,27.5,1,"05","07",0.411176,3.0306399,252.4019928,35.2736015,13.6696997,61.0443001,55.793499,55.793499,2.4054,124,22,102,5.3024402,72.2499008,84.848999,0,65.8115005,1,4,5,"4","0","0","0-5",141,NA,"05",NA,"07",2,4,"egg+nestling",29.4,69,NA,0,29.4,69
"101","EMMAOR_NELKT2-05A_2019",2019,"EMMAOR","EMMAOR_ELKT2","H",1.1,"PIPO",49,0.656059028990507,"2019-05-25",3,25,10,1,"05","07",0.640263,4.1849399,235.2929993,18.6474991,23.7900009,57.5242004,56.0281982,56.0281982,4.0774398,134,20,114,10.1562004,55.4415016,0,0,0,0,1,1,"0","oot","0","0-5",145,NA,"05",NA,"07",0,3,"nestling",25.8,122,NA,0,25.8,122
"102","EMMAOR_NELKT2-06A_2015",2015,"EMMAOR","EMMAOR_ELKT2","U",2.2,"JUOC",30,0.866025403784439,"2015-05-23",3,83.3333333333333,5,0.75,"05","07",0.653058,2.88923,185.0449982,15.9097996,25.7553997,57.4948997,56.3801994,56.3801994,2.2880599,134,13,121,10.1653996,0,0,0,0,0,0,0,"oot","oot","oot","oot",143,NA,"05",NA,"07",0,3,"nestling",26.2,131,NA,0,26.2,131
"103","EMMAOR_NELKT2-06A_2017",2017,"EMMAOR","EMMAOR_ELKT2","U",2,"PIPO",148,-0.848048096156426,"2017-05-17",3,83.3333333333333,0,1,"05","07",0.63675,2.87714,187.576004,16.7395,24.9046993,57.8762016,55.7641983,55.7641983,2.37606,133,13,120,9.9862003,0,0,0,0,0,0,0,"oot","oot","oot","oot",137,"05","05","05","06",0,4,"egg",30,68,16.7,31,21.8,64
"104","EMMAOR_NELKT2-07A_2021",2021,"EMMAOR","EMMAOR_ELKT2","H",1.3,"POTR5",110,-0.342020143325669,NA,NA,8.33333333333333,2.5,0.5,NA,"07",0.517105,2.8685999,213.246994,26.3602009,19.2138004,62.3936996,61.7775993,61.7775993,3.1387501,129,15,114,7.0904002,50.3372993,0,0,47.967701,0,2,2,"0","oot","0","0-5",NA,NA,NA,NA,"07",0,2,"nestling",NA,0,NA,0,NA,0
"105","EMMAOR_NELKT2-10A_2019",2019,"EMMAOR","EMMAOR_ELKT2","H",3,"POTR5",277,0.121869343405148,"2019-05-29",2,25,0,0,"05","07",1.09719,17.4246006,385.7600098,11.7405996,31.8274994,45.9371986,35.6408997,35.6408997,9.5042496,128,39,89,35.8666992,21.3845997,0,0,0,0,1,1,"0","oot","0","0-5",149,NA,"05",NA,"07",1,2,"egg+nestling",26.3,117,NA,0,26.3,117
"106","EMMAOR_NELKT3-01A_2017",2017,"EMMAOR","EMMAOR_ELKT3","HB",7.7,"PIPO",230,-0.642787609686539,"2017-05-26",3,58.3333333333333,35,0.714285714285714,"05","07",2.2437899,40.3983002,412.3649902,11.6908998,42.417099,39.6596985,27.0753994,27.0753994,17.4831009,107,49,58,68.6768036,22.1473007,20.0559998,0,21.8129997,1,2,3,"4","0","0","0-5",146,NA,"05",NA,"07",0,3,"nestling",29.2,68,NA,0,29.2,68
"107","EMMAOR_NELKT3-03A_2014",2014,"EMMAOR","EMMAOR_ELKT3","HB",6.9,"PIPO",175,-0.996194698091746,NA,0,125,10,0.578947368421053,NA,"05",1.99,52.3483009,503.0469971,11.1787996,40.8624001,31.3875008,25.7259998,10.0029001,25.7259998,140,77,63,92.1781998,11.8509998,34.5386009,0,16.8826008,1,2,3,"1","6","1","0-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
"108","EMMAOR_NELKT3-03A_2019",2019,"EMMAOR","EMMAOR_ELKT3","B",2.3,"PIPO",281,0.190808995376545,"2019-06-08",0,116.666666666667,25,0.541666666666667,"06","07",1.12846,24.1406994,451.5820007,9.0253401,33.4701996,32.8249016,19.4484997,19.4484997,15.1950998,157,66,91,41.3476982,15.0776997,54.6296997,0,15.0363998,3,0,3,"oot","0","0","0-5",159,"06","06","06","07",3,4,"egg+nestling",25.4,30,19.7,25,25.4,30
"109","EMMAOR_NELKT3-08A_2021",2021,"EMMAOR","EMMAOR_ELKT3","H",2.8,"PIPO",75,0.258819045102521,NA,NA,0,47.5,0.894736842105263,NA,"07",3.8225,84.2511978,458.7030029,27.5021,44.8518982,17.1310997,34.9369011,3.75477,34.9369011,98,62,36,111.9869995,68.2312012,0,0,9.2593203,0,2,2,"1","oot","1","0-5",NA,NA,NA,NA,"07",2,3,"egg+nestling",NA,0,NA,0,NA,0
"110","EMMAOR_NFLAGC1-02A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U",1.8,"PIPO",200,-0.939692620785908,"2015-05-30",3,66.6666666666667,20,0.4375,"05","07",7.98136,112.1019974,361.1860046,25.9759007,57.2308998,28.2488003,45.1451988,21.1205997,45.1451988,60,38,22,101.6669998,0,0,0,0,0,0,0,"oot","oot","oot","oot",150,NA,"05",NA,"07",0,3,"nestling",25.4,143,NA,0,25.4,143
"111","EMMAOR_NFLAGC1-05A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U",4,"JUOC",145,-0.819152044288992,"2015-06-07",0,41.6666666666667,7.5,0.3,"06","07",9.3109102,179.1139984,427.0480042,33.6544991,66.7645035,25.3446999,62.3936996,17.8645,62.3936996,54,32,22,159.6390076,0,0,0,0,0,0,0,"oot","oot","oot","oot",158,"06",NA,"07",NA,3,0,"egg",25.3,44,25.3,44,NA,0
"112","EMMAOR_NFLAGC1-05A_2019",2019,"EMMAOR","EMMAOR_FLAGC1","U",3.4,"JUOC",9,0.987688340595138,"2019-05-30",3,16.6666666666667,10,0.125,"05","07",9.6814299,176.2160034,414.7470093,35.1188011,66.2658005,23.6432991,61.6310005,18.4218006,61.6310005,54,33,21,158.0690002,0.205339,0,0,0,0,0,0,"oot","oot","oot","oot",150,"05","05","06","07",2,4,"egg+nestling",25.1,128,19.5,123,25.1,128
"113","EMMAOR_NFLAGC1-06A_2016",2016,"EMMAOR","EMMAOR_FLAGC1","U",1.7,"JUOC",104,-0.241921895599668,"2016-06-04",4,25,17.5,0.2,"06","07",14.1300001,213.5390015,375.6650085,44.4337997,73.6873016,18.6858006,71.604599,13.2883997,71.604599,46,30,16,281.6789856,0,0,0,0,0,0,0,"oot","oot","oot","oot",156,NA,"06",NA,"07",0,4,"nestling",25,43,NA,0,25,43
"114","EMMAOR_NFLAGC1-06A_2017",2017,"EMMAOR","EMMAOR_FLAGC1","U",4.2,"JUOC",340,0.939692620785908,"2017-05-25",3,58.3333333333333,20,0.4,"05","07",14.0230999,210.9589996,374.7479858,43.5993004,73.1299973,19.0965004,70.9005966,14.1683998,70.9005966,46,30,16,271.4779968,0,0,0,0,0,0,0,"oot","oot","oot","oot",145,"05","05","06","07",0,3,"nestling",29.1,73,20.9,69,29.1,73
"115","EMMAOR_NFLAGC1-07A_2014",2014,"EMMAOR","EMMAOR_FLAGC1","U",2.1,"JUOC",197,-0.956304755963035,NA,0,25,5,0.2,NA,"07",4.9180598,109.572998,461.2990112,21.2907009,49.6920013,36.6969986,41.9771004,26.5473995,41.9771004,56,25,31,99.8349991,0,0,0,0,0,0,0,"oot","oot","oot","oot",NA,NA,NA,"06","07",NA,NA,NA,NA,0,NA,0,NA,0
